clip_id,source,angle_median,angle_min,angle_max,p1_x,p1_y,p2_x,p2_y,camera_x,camera_y,camera_height,focal_px,n_frames_used,n_frames_hip_fallback,reproj_rmse_px
00kizami-6_04,00kizami-6_norm.mp4,83.59,28.93,89.47,-0.211,-1.136,-0.252,0.266,6.407,0.249,1.366,1633.2,60,0,7.93
00kizami-6_05,00kizami-6_norm.mp4,82.17,22.55,89.91,-0.175,-1.139,-0.077,0.264,6.407,0.249,1.366,1633.2,60,0,7.93
00kizami-6_06,00kizami-6_norm.mp4,80.71,29.77,88.90,-0.338,-1.171,-0.429,0.074,6.407,0.249,1.366,1633.2,60,0,7.93
00kizami-6_07,00kizami-6_norm.mp4,68.83,8.18,88.17,-0.959,-1.145,-0.540,0.108,6.407,0.249,1.366,1633.2,60,0,7.93
00kizami-6_08,00kizami-6_norm.mp4,74.04,11.08,89.83,-0.721,-1.190,-0.402,0.086,6.407,0.249,1.366,1633.2,60,0,7.93
00kizami-8_01,00kizami-8_norm.mp4,29.89,5.31,52.35,-1.748,-0.273,0.116,0.877,6.425,-0.058,1.342,1623.5,54,0,6.51
00kizami-8_02,00kizami-8_norm.mp4,29.07,6.99,52.36,-1.767,-0.293,0.185,0.860,6.425,-0.058,1.342,1623.5,56,0,6.51
00kizami-8_03,00kizami-8_norm.mp4,32.37,5.04,55.77,-1.569,-0.351,0.203,0.852,6.425,-0.058,1.342,1623.5,54,0,6.51
00kizami-8_04,00kizami-8_norm.mp4,33.37,4.56,57.56,-1.709,-0.366,0.168,0.866,6.425,-0.058,1.342,1623.5,54,0,6.51
00kizami-8_05,00kizami-8_norm.mp4,37.74,4.23,61.85,-1.276,-0.296,0.219,0.876,6.425,-0.058,1.342,1623.5,58,0,6.51
00kizami-8_06,00kizami-8_norm.mp4,31.52,6.56,63.10,-1.529,-0.202,0.221,0.889,6.425,-0.058,1.342,1623.5,60,0,6.51
00kizami-8_07,00kizami-8_norm.mp4,33.44,8.86,61.07,-1.413,-0.132,0.182,0.905,6.425,-0.058,1.342,1623.5,60,0,6.51
00kizami-8_08,00kizami-8_norm.mp4,36.83,1.52,62.33,-1.560,-0.315,0.160,0.886,6.425,-0.058,1.342,1623.5,60,2,6.51
00kizami-9_01,00kizami-9_norm.mp4,62.52,41.89,86.75,-0.816,0.271,-0.026,1.239,4.323,-4.271,1.265,1935.4,60,0,3.60
00kizami-9_02,00kizami-9_norm.mp4,65.68,57.74,89.29,-1.070,0.195,-0.377,1.308,4.323,-4.271,1.265,1935.4,60,0,3.60
00kizami-9_03,00kizami-9_norm.mp4,65.34,50.62,86.68,-1.066,0.211,-0.279,1.192,4.323,-4.271,1.265,1935.4,60,0,3.60
00kizami-9_04,00kizami-9_norm.mp4,69.68,54.57,89.06,-0.792,0.143,-0.080,1.082,4.323,-4.271,1.265,1935.4,60,0,3.60
00kizami-9_05,00kizami-9_norm.mp4,69.38,57.41,86.74,-0.797,-0.016,-0.127,0.982,4.323,-4.271,1.265,1935.4,60,0,3.60
00kizami-9_06,00kizami-9_norm.mp4,66.33,54.70,87.74,-0.968,0.082,-0.337,1.117,4.323,-4.271,1.265,1935.4,60,0,3.60
00kizami-9_07,00kizami-9_norm.mp4,70.02,56.69,89.23,-0.992,0.001,-0.360,1.130,4.323,-4.271,1.265,1935.4,60,0,3.60
00kizami-9_08,00kizami-9_norm.mp4,68.84,56.74,89.94,-1.382,0.016,-0.614,1.105,4.323,-4.271,1.265,1935.4,60,0,3.60
